Timestamp,Roll,Pitch,Yaw,quaternionZ
1521548,-0.00142743753,-0.000122984755,0.00159737712
1574033,0.000380464364,-0.000466052181,0.0012850801
1626434,-0.000651760958,-0.000964953681,0.0010355995
1679017,-0.000398351985,0.000466539088,0.000215750741
1731773,0.00144691463,-0.00209477963,0.000607477326
1784035,0.00277857902,-0.00230812212,0.00169090717
1836410,0.00142182061,-0.00436137989,0.00362601783
1888985,0.000937456614,-0.00528490078,0.00226664753
1941533,0.00163798116,-0.00271991128,0.00390118151
1994029,0.00234803068,-0.00206610281,0.00617248705
2046465,0.00511643337,-0.00240965141,0.00837877579
2098987,0.00405844301,-0.00260738563,0.00651412131
2151622,0.00635840232,-0.00218027504,0.00688086636
2204057,0.00700604636,-0.00353665091,0.0091547817
2256640,0.00844738912,-0.00271377759,0.0088159591
2308980,0.00906574819,-0.00286638504,0.0080036819
2361625,0.0103915762,-0.00181472232,0.00970798545
2414025,0.0108171143,-0.00131547463,0.00945585594
2466443,0.0103247911,-1.71382562e-05,0.00803354848
2518983,0.0108633349,-0.00200346904,0.00912795682
2571548,0.0130565455,-0.00314906472,0.00718222
2624027,0.0145564517,-0.0059959963,0.0085541429
2676419,0.0174535532,-0.00723596197,0.00631213188
2728985,0.0169978738,-0.00631504692,0.00597424619
2781759,0.0167825371,-0.00877535064,0.00508611789
2834039,0.0176198166,-0.0113324402,0.00573264342
2886413,0.0189391878,-0.011951373,0.00677434169
2938978,0.0198693182,-0.0115022119,0.00617522374
2991527,0.0211881585,-0.0144524639,0.00585142942
3044041,0.0214713309,-0.0140247867,0.00674256496
3096416,0.0212711692,-0.0144555299,0.00818248931
3148981,0.0237842258,-0.013683442,0.00784150232
3201530,0.0239734706,-0.0109091699,0.00790752005
3254017,0.0242949538,-0.0115889972,0.00816286355
3306626,0.0223019794,-0.010102028,0.00803081132
3359001,0.0225958992,-0.0101216119,0.0111299558
3411532,0.0244782716,-0.00860554632,0.0125226714
3464020,0.0215355866,-0.00834265631,0.011305606
3516411,0.0228807796,-0.00822493061,0.0111845098
3568986,0.0254047122,-0.00967131648,0.00816300325
3621544,0.0254103579,-0.0117165064,0.00679280329
3674022,0.0262747835,-0.012707863,0.00545971282
3726415,0.0246357936,-0.012723092,0.00424789218
3778971,0.0254473761,-0.0152119566,0.00246154261
3831720,0.0256916806,-0.0134611623,6.9509013e-05
3884033,0.0255627576,-0.0153531861,0.000674838258
3936408,0.0226531345,-0.013852641,0.000516611559
3988974,0.0232256036,-0.0138467532,0.00131060474
4041522,0.0226780474,-0.0127974441,0.00171591062
4094027,0.0215152539,-0.0122552458,0.00372821279
4146410,0.0182315633,-0.0100185843,0.00407893257
4198941,0.0177569706,-0.0112577192,0.00408474868
4251498,0.0176112056,-0.00915352907,0.00503046252
4304012,0.0176274553,-0.0119839404,0.0055370722
4356673,0.0163918696,-0.0131806964,0.00665321434
4408970,0.0184185598,-0.013222713,0.00744565157
4461527,0.0194591526,-0.013306086,0.00458857231
4514023,0.0198020674,-0.0148535417,0.00514409505
4566398,0.0173607673,-0.0158071797,0.00390802836
4618981,0.0188643914,-0.0164709818,0.0024389769
4671494,0.0206560977,-0.0208005998,0.00188372459
4724008,0.0236130059,-0.0210285373,0.00199308922
4776400,0.025721496,-0.0214567967,0.0015058791
4828940,0.0260792747,-0.020393163,0.00124652183
4881739,0.0247397572,-0.0174222738,0.000940616475
4934010,0.0253006369,-0.0178117342,0.000186587815
