quaternionTimestamp,quaternionX,quaternionY,quaternionZ,quaternionW,magneticFieldTimestamp,magneticFieldX,magneticFieldY,magneticFieldZ,accelerationTimestamp,accelerationX,accelerationY,accelerationZ,angularSpeedTimestamp,angularSpeedX,angularSpeedY,angularSpeedZ,insTimeStamp,insStatus,yaw,pitch,roll,latitude,longitude,altitude,nedVelX,nedVelY,nedVelZ
27493641,-0.00545927137,-0.00606396375,0.653113067,0.757216513,27493641,0.0796382874,-0.231132597,0.319559753,27493641,-0.0123326788,0.154173627,-9.60070324,27493641,-0.000102164457,0.00148521806,-0.000434540678,27493641,128,81.5576859,-0.117595337,-0.927581251,0,0,0,0,0,0
27546076,-0.00546795176,-0.00604419271,0.653114021,0.757215738,27546076,0.0795232132,-0.228623778,0.315443605,27546076,0.00320292264,0.17292878,-9.64825916,27546076,3.36084049e-05,-0.000431142689,0.000265693758,27546076,32896,81.5578079,-0.115228996,-0.926854789,0,0,0,0,0,0
27598547,-0.00547629083,-0.00603886228,0.653096318,0.757231057,27598547,0.080774948,-0.228571817,0.319636196,27598547,-0.0144192567,0.174204186,-9.57535553,27598547,-0.000515594613,0.000971324625,-0.00088045001,27598547,128,81.5551147,-0.114164047,-0.927176893,0,0,0,0,0,0
27651137,-0.00548086176,-0.00604943326,0.653092861,0.757233858,27651137,0.0808165669,-0.229831502,0.319625288,27651137,-0.00183898956,0.162704185,-9.57082939,27651137,-0.000173601322,-0.00132541033,0.000464107841,27651137,32896,81.5546112,-0.114743359,-0.928364158,0,0,0,0,0,0
27703513,-0.00549278269,-0.00602781866,0.653075695,0.75724864,27703513,0.0819639489,-0.227267444,0.321081668,27703513,-0.0122832768,0.166579336,-9.64556694,27703513,0.000476972666,0.00173190446,0.000323245768,27703513,128,81.5519867,-0.111996673,-0.927778482,0,0,0,0,0,0
27755913,-0.00549713382,-0.0060174549,0.653069019,0.757254601,27755913,0.0831824541,-0.228496954,0.315602005,27755913,-0.019977469,0.159317583,-9.60495567,27755913,0.000157559058,-0.000110084424,0.000732424203,27755913,32896,81.5509567,-0.110780023,-0.927379251,0,0,0,0,0,0
27808548,-0.00549637992,-0.00599470548,0.653067231,0.75725621,27808548,0.0819432586,-0.227276057,0.318322957,27808548,-0.00211722963,0.161342308,-9.59133911,27808548,-0.00156392937,0.00191230595,-0.00202355231,27808548,128,81.5506668,-0.108864605,-0.92561084,0,0,0,0,0,0
27861114,-0.0055049411,-0.00601402018,0.653046072,0.75727433,27861114,0.0844756588,-0.229704648,0.319782615,27861114,-0.0370013118,0.144838631,-9.64702225,27861114,-0.000214844476,-0.000727848907,-0.000566678122,27861114,128,81.5474854,-0.109925821,-0.927796423,0,0,0,0,0,0
27913593,-0.00552084949,-0.00602053711,0.653021634,0.757295251,27913593,0.0807655901,-0.228579327,0.318260282,27913593,-0.0129192304,0.16855152,-9.57200432,27913593,-0.000427909428,0.000941453502,0.000263831578,27913593,128,81.5437927,-0.109330714,-0.929661155,0,0,0,0,0,0
27965985,-0.00548978895,-0.00603991281,0.653024018,0.757293284,27965985,0.0797137618,-0.232388765,0.323693901,27965985,-0.026065195,0.129068941,-9.60294056,27965985,-0.000168864848,-0.000724373793,0.000424076337,27965985,32896,81.5441742,-0.11333359,-0.928415954,0,0,0,0,0,0
28018854,-0.00544810761,-0.00608328497,0.653024495,0.757292807,28018854,0.0819745064,-0.228540659,0.316933274,28018854,-0.0235008076,0.17838949,-9.63865471,28018854,0.00110886665,-0.00192485936,-0.000139946584,28018854,128,81.5443115,-0.120215848,-0.928044617,0,0,0,0,0,0
28071126,-0.0054375045,-0.00612411927,0.653002024,0.757312,28071126,0.0807553455,-0.228584647,0.316882432,28071126,-0.0235142186,0.143296868,-9.54646301,28071126,-0.000188731356,-0.00159474951,-2.32057646e-05,28071126,32896,81.5409622,-0.124580309,-0.930176735,0,0,0,0,0,0
28123595,-0.00539965741,-0.00615467411,0.65298599,0.757325709,28123595,0.0783490092,-0.228662893,0.320919991,28123595,-0.0413015261,0.15794453,-9.63053894,28123595,0.000405587023,-0.00108424446,-0.00017090654,28123595,20608,81.5385895,-0.130083561,-0.929176211,0,0,0,0,0,0
28176073,-0.0053751003,-0.00618971232,0.652987957,0.757323921,28176073,0.0783799142,-0.229926199,0.319528669,28176073,-0.0139728505,0.189024255,-9.62470818,28176073,-0.000431753462,-0.000945825304,-0.00095492648,28176073,47232,81.5389404,-0.13495931,-0.929667234,0,0,0,0,0,0
28228719,-0.00534333847,-0.00620793086,0.65299058,0.757321775,28228719,0.0820390657,-0.229798481,0.319685966,28228719,-0.0211471971,0.147042215,-9.57172012,28228719,0.000726109371,0.000715147122,0.0004114029,28228719,8320,81.5393524,-0.1389139,-0.928274632,0,0,0,0,0,0
28280954,-0.00536114443,-0.00618788507,0.652978063,0.757332683,28280954,0.0808506832,-0.231105581,0.318243891,28280954,-0.0270151887,0.143560469,-9.61085892,28280954,0.000197975896,0.000105468673,-0.000275696162,28280954,41088,81.5374298,-0.135857344,-0.928317547,0,0,0,0,0,0
28333415,-0.00533132395,-0.00618446339,0.65298456,0.757327199,28333415,0.0819764063,-0.228547543,0.316939175,28333415,-0.00633351086,0.181461364,-9.61070538,28333415,-0.000245904084,-0.00233808579,0.000601549633,28333415,128,81.538414,-0.137783885,-0.925474584,0,0,0,0,0,0
28386066,-0.00530973682,-0.00621097768,0.652970493,0.757339299,28386066,0.0808938369,-0.231094286,0.32376498,28386066,-0.0447133183,0.16666466,-9.57217789,28386066,0.000449866289,-0.000810940342,-3.64477746e-05,28386066,32896,81.5363235,-0.141717359,-0.925582707,0,0,0,0,0,0
28438600,-0.00531046884,-0.00620981492,0.652963936,0.757345021,28438600,0.0832282826,-0.228495821,0.321132153,28438600,-0.00023743487,0.176135719,-9.62693024,28438600,-0.000752900494,3.3432967e-05,0.000363724772,28438600,128,81.5353165,-0.141569704,-0.925557911,0,0,0,0,0,0
28491025,-0.00532576162,-0.00621254137,0.652956486,0.75735122,28491025,0.0795379505,-0.228635281,0.316837043,28491025,-0.0384316742,0.160746753,-9.67160225,28491025,0.000121062854,-0.000804984709,-0.000599033199,28491025,128,81.5342026,-0.14067103,-0.927087963,0,0,0,0,0,0
28543731,-0.00532105984,-0.00621128175,0.652944386,0.75736177,28543731,0.0783294514,-0.228676334,0.318166047,28543731,-0.0192307085,0.208585307,-9.55335045,28543731,-0.00112901628,0.000654884381,-0.000675271731,28543731,128,81.5323639,-0.140928388,-0.92658329,0,0,0,0,0,0
28596096,-0.00532173784,-0.00622061221,0.652945936,0.757360339,28596096,0.0771209076,-0.22871688,0.319494903,28596096,-0.00850868784,0.165726215,-9.61750507,28596096,0.000304824673,0.000733591965,-0.000562717672,28596096,57472,81.5326157,-0.141685501,-0.927340627,0,0,0,0,0,0
28648540,-0.00530639617,-0.00623219134,0.652931333,0.757372916,28648540,0.0843434334,-0.225941002,0.318447948,28648540,-0.0224848632,0.127522647,-9.60394287,28648540,0.000578581123,-0.000699540833,0.000665612519,28648540,128,81.5304184,-0.143856138,-0.92687273,0,0,0,0,0,0
28701046,-0.00530976616,-0.00623874739,0.652920127,0.757382512,28701046,0.0807789192,-0.228586242,0.319649339,28701046,-0.0490736812,0.16065985,-9.58119392,28701046,0.000216044253,0.000615288969,0.000412311871,28701046,41088,81.5287399,-0.14418669,-0.927653611,0,0,0,0,0,0
28753333,-0.00527967652,-0.00624574907,0.652937055,0.757368088,28753333,0.0795597732,-0.228630736,0.319598556,28753333,-0.0126436129,0.168720365,-9.64368725,28753333,0.000504158437,2.18284549e-05,-0.00141327083,28753333,128,81.5313034,-0.147025123,-0.925569355,0,0,0,0,0,0
28805986,-0.00527511816,-0.00624362472,0.652934313,0.757370472,28805986,0.0807382017,-0.22732833,0.319662988,28805986,0.0075824149,0.166075468,-9.60983181,28805986,0.00126137934,-0.000443024095,-0.000467702281,28805986,32896,81.5308914,-0.147185132,-0.925014257,0,0,0,0,0,0
28858595,-0.00527291186,-0.00624305615,0.652942836,0.757363141,28858595,0.0794774666,-0.226113155,0.319623619,28858595,-0.00569751021,0.163368374,-9.55753326,28858595,-3.08034942e-05,-1.15886796e-05,-0.00130967028,28858595,128,81.5321732,-0.147290453,-0.92478174,0,0,0,0,0,0
28911194,-0.00527021196,-0.00626007281,0.652953863,0.757353544,28911194,0.0770588145,-0.227466032,0.316748798,28911194,-0.0352471732,0.151309133,-9.64641571,28911194,-0.000632833689,0.000298415427,-0.000476909336,28911194,128,81.5338669,-0.148955807,-0.925823152,0,0,0,0,0,0
28963501,-0.0052744681,-0.00626328075,0.652971983,0.757337809,28963501,0.0807292163,-0.226060718,0.323816299,28963501,0.00720246043,0.187471434,-9.55716896,28963501,-0.000459952047,-0.00135834783,-0.000795844477,28963501,128,81.5366211,-0.148893461,-0.926436007,0,0,0,0,0,0
29016179,-0.00528084347,-0.00628334843,0.652989566,0.757322431,29016179,0.0806753412,-0.226075932,0.316914886,29016179,-0.0408619829,0.150494039,-9.57640266,29016179,-0.00082082767,-0.000234167557,0.000260506757,29016179,57472,81.5393066,-0.150136292,-0.928494573,0,0,0,0,0,0
29068849,-0.00526540074,-0.00630741753,0.653002083,0.757311642,29068849,0.083270587,-0.229757145,0.321122348,29068849,-0.000888834707,0.153676942,-9.66826534,29068849,-0.000973316142,-0.00173506979,-0.000122481491,29068849,128,81.5412216,-0.153365299,-0.928958058,0,0,0,0,0,0
29121207,-0.0052694683,-0.00631415006,0.653002977,0.757310748,29121207,0.0808320418,-0.2298446,0.321019888,29121207,-0.0150179574,0.163867891,-9.59792519,29121207,-0.000327789923,-0.00219915854,0.000405096449,29121207,41088,81.5413742,-0.15364401,-0.929815173,0,0,0,0,0,0
29173528,-0.00526026869,-0.0063269469,0.653028429,0.757288754,29173528,0.0820100605,-0.228542522,0.321083754,29173528,-0.0340168588,0.143276721,-9.61126328,29173528,-0.000298712635,0.000126177911,-0.000498511363,29173528,128,81.5452423,-0.155411631,-0.929979742,0,0,0,0,0,0
29226068,-0.00524477568,-0.00633728132,0.653030097,0.757287323,29226068,0.0808325931,-0.229846865,0.321021914,29226068,-0.0195105206,0.182322755,-9.63086414,29226068,0.000228774734,-0.00109897042,3.28002498e-05,29226068,32896,81.545517,-0.157465801,-0.929408848,0,0,0,0,0,0
29278540,-0.00524245203,-0.0063408236,0.653045177,0.75727433,29278540,0.0819062591,-0.226032361,0.31834963,29278540,-0.0354945064,0.150665522,-9.59955025,29278540,0.000437878538,-0.000441628683,-0.000326709822,29278540,128,81.5477982,-0.157928526,-0.929475486,0,0,0,0,0,0
29331105,-0.00523834489,-0.00634256983,0.653039932,0.75727886,29331105,0.0830845311,-0.224731296,0.318414748,29331105,-0.0053940597,0.139024168,-9.58470535,29331105,-0.000381252961,-0.00108321267,-0.000719247386,29331105,32896,81.5470123,-0.158393875,-0.929248691,0,0,0,0,0,0
29383618,-0.0052676131,-0.00633734278,0.653022349,0.75729388,29383618,0.0796136186,-0.229892418,0.320972413,29383618,0.00911772624,0.187297851,-9.67605305,29383618,-0.000245104078,0.000551101519,-0.00116281677,29383618,128,81.544342,-0.155771583,-0.931393802,0,0,0,0,0,0
29436062,-0.00528114662,-0.00634093722,0.652895212,0.757403314,29436062,0.0795830041,-0.22863026,0.322364926,29436062,-0.458684802,-0.066528514,-9.50978756,29436062,0.00152610103,-0.00465137558,-0.00497011049,29436062,57472,81.525116,-0.155227244,-0.93281126,0,0,0,0,0,0
29488619,-0.00534308702,-0.00631369045,0.652992189,0.75731945,29488619,0.0795099363,-0.227381393,0.318237185,29488619,0.0694964081,0.0509676933,-9.77223682,29488619,-0.00200532726,0.00148648361,0.000742898323,29488619,128,81.5397491,-0.148108155,-0.936167777,0,0,0,0,0,0
29541020,-0.00533003453,-0.0062561743,0.653048217,0.757271767,29541020,0.0783014372,-0.227422565,0.319566339,29541020,0.095132038,0.451090097,-9.54467297,29541020,-0.00297114882,0.00244877394,0.000137222465,29541020,128,81.5481415,-0.144025058,-0.93074137,0,0,0,0,0,0
29593680,-0.00531780953,-0.00629354035,0.653021455,0.757294595,29593680,0.0783216059,-0.228689119,0.316794813,29593680,-0.138989896,0.119272366,-9.47925377,29593680,0.0010763004,-0.00173424941,-0.00148316845,29593680,128,81.5441513,-0.148215234,-0.932471752,0,0,0,0,0,0
29646090,-0.00532864546,-0.00630022679,0.653020382,0.75729543,29646090,0.0795518085,-0.228642672,0.318226784,29646090,-0.11401087,0.107523561,-9.64497662,29646090,0.00125529827,0.000587234623,0.00182001013,29646090,32896,81.5439911,-0.147985861,-0.933912337,0,0,0,0,0,0
29698448,-0.00531947846,-0.00629244419,0.653058529,0.757262647,29698448,0.0832007527,-0.227243453,0.322533935,29698448,0.0110280896,0.203107864,-9.74345016,29698448,-0.00147646526,-0.000296786777,0.00102047808,29698448,128,81.5497589,-0.147949547,-0.932541788,0,0,0,0,0,0
29751128,-0.00530440221,-0.00628819689,0.653083563,0.757241189,29751128,0.0781866983,-0.224915355,0.315451682,29751128,-0.0310651474,0.160151154,-9.53042984,29751128,-0.00108880363,-0.00067308743,0.000369209331,29751128,32896,81.5535355,-0.148678571,-0.930920362,0,0,0,0,0,0
29803502,-0.00531165907,-0.00629282091,0.653082311,0.757242203,29803502,0.0759262666,-0.228765771,0.322214782,29803502,-0.0327428877,0.129398614,-9.57778549,29803502,0.001087602,0.00187594048,0.000462730881,29803502,128,81.5533524,-0.148538217,-0.931896031,0,0,0,0,0,0
29855893,-0.00532905059,-0.0062879445,0.653079867,0.75724417,29855893,0.0795829594,-0.229907528,0.316836745,29855893,-0.0136485621,0.150472209,-9.66146374,29855893,0.000682360725,0.000152619788,0.000431033317,29855893,41088,81.5529785,-0.146816403,-0.933039725,0,0,0,0,0,0
29908442,-0.00534311263,-0.00629337318,0.653074622,0.75724864,29908442,0.0795631781,-0.228642523,0.319609791,29908442,-0.0417193584,0.159031853,-9.55856133,29908442,0.000144575723,-0.00165063667,0.000432490837,29908442,128,81.5521851,-0.146241575,-0.934665322,0,0,0,0,0,0
29961009,-0.00535156019,-0.00628948351,0.653110147,0.757217944,29961009,0.0806888714,-0.226083383,0.318304807,29961009,-0.0310125314,0.182727143,-9.73596191,29961009,-0.000638063997,-0.00219015917,0.000607300084,29961009,128,81.5575562,-0.145227954,-0.935114086,0,0,0,0,0,0
30013487,-0.00535814185,-0.0062778187,0.653111517,0.757216752,30013487,0.0784464329,-0.232469514,0.316761106,30013487,0.020877447,0.217858404,-9.62595367,30013487,-0.00042615342,-0.00131832901,-0.00102792331,30013487,128,81.5577545,-0.143721461,-0.934812486,0,0,0,0,0,0
30066174,-0.00535199745,-0.00628093351,0.653102517,0.757224619,30066174,0.0782608092,-0.226166859,0.319581956,30066174,-0.049875427,0.149241865,-9.51275158,30066174,0.00133140711,0.00042259146,-0.000267787371,30066174,32896,81.5563889,-0.144462809,-0.934510589,0,0,0,0,0,0
30118756,-0.00534956064,-0.00626974646,0.653106868,0.757220984,30118756,0.0819819346,-0.227289706,0.322484881,30118756,-0.0146304583,0.155879259,-9.64279461,30118756,0.000229456229,-0.000226154923,0.000240841415,30118756,128,81.5570297,-0.143669173,-0.93346256,0,0,0,0,0,0
30171019,-0.00535554625,-0.00625877408,0.653105915,0.757221818,30171019,0.0796045437,-0.229901522,0.319597483,30171019,-0.0260982886,0.181308031,-9.71125793,30171019,-0.00122693204,0.00276775751,4.69391234e-05,30171019,128,81.5568771,-0.142270312,-0.933160663,0,0,0,0,0,0
30223410,-0.00533859897,-0.00625907024,0.653106511,0.757221341,30223410,0.0770721808,-0.227473319,0.318138421,30223410,-0.00521691376,0.179516912,-9.52475929,30223410,-0.00103003019,-6.60269288e-05,0.00193980476,30223410,128,81.5569687,-0.143563613,-0.931712329,0,0,0,0,0,0
30276054,-0.00535423961,-0.00626345677,0.653118968,0.757210493,30276054,0.0759051293,-0.22877346,0.319455773,30276054,-0.060301207,0.138808817,-9.61623764,30276054,-0.000275920611,-6.56835036e-05,0.000574055593,30276054,41088,81.5588608,-0.142758265,-0.933400273,0,0,0,0,0,0
30328611,-0.00535135716,-0.00626047794,0.653155744,0.757178783,30328611,0.0795524195,-0.228645578,0.318229496,30328611,0.012381359,0.184862822,-9.58727074,30328611,-5.21836337e-05,-0.000370335882,-0.00216424209,30328611,128,81.5644226,-0.142670229,-0.932934105,0,0,0,0,0,0
30381196,-0.00536418194,-0.00627380656,0.653156757,0.75717777,30381196,0.0783223286,-0.228692755,0.316797942,30381196,-0.0478867814,0.140894502,-9.58344841,30381196,0.00142514496,0.000393154449,-0.000960755162,30381196,41088,81.5645905,-0.142865464,-0.935044706,0,0,0,0,0,0
30433404,-0.00536012556,-0.00627423311,0.653169751,0.757166624,30433404,0.0758120567,-0.226259306,0.318100154,30433404,-0.00493808556,0.168787941,-9.6523819,30433404,0.000698459335,0.000123642734,-0.000372025184,30433404,128,81.5665512,-0.143190116,-0.934727132,0,0,0,0,0,0
30485961,-0.00535450689,-0.0062729069,0.65316689,0.757169068,30485961,0.0783553869,-0.228685409,0.320940614,30485961,-0.0264980309,0.15075925,-9.59810638,30485961,-0.000937143108,-0.000612095406,-0.000810461352,30485961,32896,81.5661316,-0.143499076,-0.934139848,0,0,0,0,0,0
30538685,-0.00535838725,-0.00627062004,0.653188288,0.75715071,30538685,0.0794814378,-0.226127625,0.319636971,30538685,-0.0201651901,0.154417634,-9.52756691,30538685,4.54392284e-06,0.00114860211,-9.85278748e-05,30538685,128,81.5693512,-0.142983884,-0.934309423,0,0,0,0,0,0
30591007,-0.00536038075,-0.00626930827,0.653191149,0.757148206,30591007,0.0831182376,-0.226003528,0.317031413,30591007,-0.0144037735,0.166601777,-9.61388016,30591007,0.000983314123,-0.00148642389,0.000273510814,30591007,128,81.5697861,-0.142717317,-0.934384644,0,0,0,0,0,0
30643623,-0.00534847006,-0.00627310062,0.653212249,0.757130027,30643623,0.0783561245,-0.228688717,0.320943475,30643623,-0.0329398215,0.153823584,-9.6309967,30643623,0.000584431458,-0.0012613401,0.000598736107,30643623,128,81.5729828,-0.143911853,-0.933639228,0,0,0,0,0,0
30695973,-0.00533710653,-0.00627533114,0.653218687,0.757124424,30695973,0.0759267062,-0.230045378,0.316689014,30695973,-0.0126368497,0.164290756,-9.55120087,30695973,-0.00118925772,0.00079488242,0.0002849265,30695973,41088,81.573967,-0.144948006,-0.932821512,0,0,0,0,0,0
30748522,-0.00533203967,-0.00627834164,0.653241098,0.757105172,30748522,0.080702439,-0.226088867,0.319693297,30748522,-0.000335550867,0.145799652,-9.64292145,30748522,0.00126639404,-0.000646734727,-0.000214840751,30748522,128,81.5773621,-0.145560905,-0.932611465,0,0,0,0,0,0
30801095,-0.00532900635,-0.00626805285,0.653255284,0.757093072,30801095,0.0818804577,-0.224786699,0.319757104,30801095,-0.0241552405,0.174380571,-9.5903635,30801095,0.00124900602,-2.52046157e-05,0.000764165539,30801095,128,81.5794983,-0.144877985,-0.931580782,0,0,0,0,0,0
30853374,-0.00533384038,-0.00626997976,0.653275371,0.757075727,30853374,0.0771056861,-0.228745595,0.316754907,30853374,-0.0436227843,0.147480071,-9.55699348,30853374,-0.00106454547,0.00082377682,0.000797690358,30853374,128,81.5825348,-0.144658595,-0.932148218,0,0,0,0,0,0
30905966,-0.00533180078,-0.00627198862,0.653280139,0.757071495,30905966,0.0795766115,-0.228648216,0.320998013,30905966,-0.00973393582,0.167932034,-9.59708118,30905966,-0.000324303983,-0.000296971179,-0.00034113694,30905966,32896,81.5832672,-0.144979611,-0.932122588,0,0,0,0,0,0
30958689,-0.00533812214,-0.00626776367,0.653284609,0.75706774,30958689,0.0819941163,-0.228568241,0.318341076,30958689,-0.0355008394,0.164064735,-9.60638046,30958689,-0.00116810435,-8.63280147e-05,0.000688255765,30958689,128,81.583931,-0.144134387,-0.932355583,0,0,0,0,0,0
31011088,-0.00533937849,-0.0062580239,0.653283179,0.757069051,31011088,0.0795140862,-0.227397174,0.318251044,31011088,-0.00576337986,0.144997552,-9.57274151,31011088,0.000883919885,0.00260726456,-0.00071136374,31011088,128,81.5836945,-0.143197194,-0.93173486,0,0,0,0,0,0
31063394,-0.0053394069,-0.00624728249,0.653281271,0.75707072,31063394,0.0772105008,-0.231259957,0.319493473,31063394,-0.0177043192,0.166389585,-9.67370415,31063394,0.00313804601,0.000184123171,0.00081231026,31063394,128,81.5833969,-0.142265558,-0.930932939,0,0,0,0,0,0
31115882,-0.00534656784,-0.00624725036,0.653276205,0.757075012,31115882,0.0782336369,-0.224917352,0.320985943,31115882,-0.039849259,0.143168151,-9.55289268,31115882,0.00117576728,-0.000825150521,0.000972305425,31115882,53376,81.582634,-0.141732857,-0.93155098,0,0,0,0,0,0
31168725,-0.00535047101,-0.00624501519,0.653273821,0.757077038,31168725,0.0807553604,-0.227349177,0.3210648,31168725,-0.0262430683,0.148337275,-9.59086609,31168725,2.80672684e-05,0.00108382781,-0.000446566381,31168725,128,81.5822754,-0.141249731,-0.931721747,0,0,0,0,0,0
31221004,-0.00535973813,-0.00624386268,0.653283119,0.757069051,31221004,0.0831730217,-0.227269143,0.31840834,31221004,-0.00966634415,0.146316797,-9.62098217,31221004,-0.000510995509,0.000199989532,0.000127241947,31221004,128,81.5836716,-0.140444577,-0.932441175,0,0,0,0,0,0
31273396,-0.00535546942,-0.00625339616,0.653282583,0.757069409,31273396,0.0783586949,-0.228697345,0.320951164,31273396,-0.0453541167,0.152868599,-9.58474159,31273396,0.000722930301,-0.000447997008,-0.000586673617,31273396,128,81.5836029,-0.141591772,-0.932784557,0,0,0,0,0,0
31326049,-0.00533740968,-0.00627306569,0.653291821,0.757061422,31326049,0.0771187767,-0.227474198,0.323671669,31326049,-0.0268739983,0.179164022,-9.58576393,31326049,-0.0009252897,0.00114431255,0.000528363045,31326049,32896,81.5850372,-0.144638747,-0.93269217,0,0,0,0,0,0
31378511,-0.00533413375,-0.00627621915,0.653294086,0.757059455,31378511,0.0795975029,-0.229918465,0.318229467,31378511,-0.0268678032,0.156808615,-9.64080429,31378511,0.00100095011,-0.000398823642,0.000577748287,31378511,128,81.5853806,-0.145154744,-0.932644546,0,0,0,0,0,0
31431006,-0.00534186745,-0.00628524506,0.653295279,0.757058322,31431006,0.0795561522,-0.228659421,0.318241835,31431006,-0.0274438523,0.169067442,-9.59214306,31431006,-4.7008507e-06,-0.000219792244,-0.00057873968,31431006,32896,81.5855713,-0.145357281,-0.933991373,0,0,0,0,0,0
31483591,-0.00533661898,-0.00627247291,0.653287232,0.757065415,31483591,0.0795980766,-0.229918942,0.318230152,31483591,-0.0269103814,0.167474896,-9.57372093,31483591,3.93022783e-05,0.00086508505,-9.22535546e-05,31483591,128,81.5843277,-0.144652188,-0.932578266,0,0,0,0,0,0
31535930,-0.00534853758,-0.00626700791,0.653277814,0.757073522,31535930,0.0770243257,-0.226232231,0.316783696,31535930,-0.0243750401,0.196965039,-9.66960907,31535930,-0.000237450004,-0.000862240093,-0.000796088949,31535930,128,81.582901,-0.143297434,-0.933201313,0,0,0,0,0,0
31588712,-0.00536249718,-0.00626834109,0.653273225,0.757077396,31588712,0.0808594301,-0.231137201,0.318271756,31588712,-0.0275436193,0.134790391,-9.55566025,31588712,-0.000173676992,0.00147743977,-0.00131390011,31588712,128,81.5822067,-0.142373666,-0.934511244,0,0,0,0,0,0
31641114,-0.00538683543,-0.00627281982,0.653295159,0.757058203,31641114,0.0820283741,-0.228566095,0.322488666,31641114,-0.0262832195,0.17536664,-9.61312485,31641114,-0.00179609959,0.000579189509,-2.65426934e-06,31641114,41088,81.5855408,-0.14091295,-0.936962426,0,0,0,0,0,0
31693706,-0.0053685708,-0.00627499074,0.653294742,0.75705868,31693706,0.0796093568,-0.229918525,0.319612831,31693706,-0.0261159372,0.172021091,-9.64011955,31693706,-5.38364984e-05,-0.000178184942,-0.000664566876,31693706,128,81.5854797,-0.142469212,-0.935540259,0,0,0,0,0,0
31746158,-0.00536855217,-0.00626710244,0.653300107,0.75705409,31746158,0.0783073977,-0.227444932,0.319586754,31746158,-0.0349446908,0.131295651,-9.54444981,31746158,-0.000747145619,0.000899538747,5.25759533e-05,31746158,32896,81.5862808,-0.141779661,-0.934948981,0,0,0,0,0,0
31798533,-0.00538448803,-0.00625888212,0.653299093,0.757054985,31798533,0.0807987973,-0.228615686,0.321059138,31798533,-0.0106039606,0.163966209,-9.64587116,31798533,-8.13063234e-05,0.00202010875,0.00101076812,31798533,128,81.5861053,-0.139874801,-0.935715795,0,0,0,0,0,0
31851003,-0.00537629146,-0.00627163518,0.653299689,0.757054389,31851003,0.0806423649,-0.224847525,0.316954911,31851003,-0.0453804657,0.151648685,-9.61040878,31851003,-3.32654454e-05,8.10809433e-06,-0.000111334957,31851003,128,81.5862198,-0.141593993,-0.935959876,0,0,0,0,0,0
31903464,-0.00538686663,-0.00626960956,0.653290153,0.757062614,31903464,0.080881767,-0.231134623,0.321035534,31903464,-0.0413636453,0.152052894,-9.57660866,31903464,-0.00124146813,0.000728219515,-0.000378238037,31903464,128,81.5847778,-0.140638351,-0.936723709,0,0,0,0,0,0
31956047,-0.00538604287,-0.00626974041,0.653326154,0.7570315,31956047,0.0795280188,-0.227405176,0.31964168,31956047,-0.0215317756,0.141211808,-9.61198997,31956047,-0.00017989194,0.000213367515,5.96088357e-05,31956047,53376,81.5902252,-0.140666813,-0.936668813,0,0,0,0,0,0
32008518,-0.00537152868,-0.00626763701,0.653333485,0.757025301,32008518,0.080861263,-0.231143668,0.318277568,32008518,-0.0107523324,0.169739306,-9.58804131,32008518,0.00121526257,-0.00114590884,0.000867360737,32008518,128,81.5913315,-0.141562,-0.935253501,0,0,0,0,0,0
32061014,-0.00538145285,-0.00627837051,0.653352916,0.757008255,32061014,0.0806955472,-0.226106927,0.318325847,32061014,-0.0212532952,0.148794472,-9.59491348,32061014,0.000514040701,-0.00011954247,-0.00112842373,32061014,41088,81.5942993,-0.141725898,-0.936921775,0,0,0,0,0,0
32113477,-0.00535809901,-0.00627924129,0.653352857,0.757008612,32113477,0.0758700371,-0.227537751,0.319488764,32113477,-0.0345643982,0.158735305,-9.66467476,32113477,0.0013292036,0.000506067532,0.000497060362,32113477,128,81.5942764,-0.143550172,-0.934960961,0,0,0,0,0,0
32165869,-0.00535791181,-0.00627857866,0.65336442,0.756998599,32165869,0.0808002204,-0.228620514,0.321063459,32165869,-0.0102948118,0.13927412,-9.63482857,32165869,-0.000531446654,6.68590656e-05,0.000701591372,32165869,32896,81.5960312,-0.143492416,-0.934897244,0,0,0,0,0,0
32218737,-0.00536256982,-0.00628467649,0.653363287,0.756999493,32218737,0.0820289329,-0.229845777,0.316962123,32218737,-0.0185866803,0.160999566,-9.60786629,32218737,-0.000698182033,-0.000175941037,0.000706882682,32218737,128,81.5958633,-0.143673971,-0.935757756,0,0,0,0,0,0
32271069,-0.00534504699,-0.00627946481,0.653381765,0.756983697,32271069,0.0806961954,-0.226109117,0.318328232,32271069,-0.0159268416,0.162246257,-9.63487053,32271069,-0.00138692372,0.000719785574,0.000985945575,32271069,128,81.5986557,-0.144511089,-0.933850944,0,0,0,0,0,0
32323390,-0.00535644265,-0.00627486128,0.653382838,0.756982744,32323390,0.0784446374,-0.231228456,0.320938677,32323390,-0.0198590048,0.146460563,-9.59258461,32323390,0.000564984046,-0.0011969686,-0.000691273483,32323390,128,81.5988007,-0.143257216,-0.934494913,0,0,0,0,0,0
32376036,-0.00533882063,-0.00627117604,0.653391302,0.756975651,32376036,0.0807905719,-0.228626803,0.319686204,32376036,-0.0467697531,0.172282279,-9.55626392,32376036,-0.000297507271,0.000763089629,-0.00106259459,32376036,32896,81.6000824,-0.144246697,-0.932692051,0,0,0,0,0,0
